         362248 function calls (355583 primitive calls) in 127.908 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 dtypes.py:1286(__init__)
       17    0.000    0.000    0.000    0.000 dtypes.py:300(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:631(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:69(PandasExtensionDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:738(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:807(PeriodDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:897(construct_from_string)
      113    0.000    0.000    0.001    0.000 dtypes.py:950(is_dtype)
        1    0.000    0.000    0.000    0.000 easter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.008    0.008 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:23(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:46(AbstractEngine)
        3    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
        7    0.000    0.000    0.000    0.000 enum.py:1040(<lambda>)
       89    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       12    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
       12    0.001    0.000    0.002    0.000 enum.py:179(__new__)
       12    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
      128    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       12    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
       18    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
      128    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      169    0.000    0.000    0.001    0.000 enum.py:358(__call__)
       12    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        3    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
       30    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
      128    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        6    0.000    0.000    0.000    0.000 enum.py:443(__members__)
      156    0.000    0.000    0.000    0.000 enum.py:462(__setattr__)
        6    0.000    0.000    0.001    0.000 enum.py:475(_create_)
        6    0.000    0.000    0.002    0.000 enum.py:528(_convert_)
        6    0.000    0.000    0.001    0.000 enum.py:545(<listcomp>)
       41    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
       12    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
       30    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
       30    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
       12    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
      163    0.000    0.000    0.000    0.000 enum.py:670(__new__)
       17    0.000    0.000    0.000    0.000 enum.py:774(__hash__)
       53    0.000    0.000    0.000    0.000 enum.py:792(value)
       12    0.000    0.000    0.000    0.000 enum.py:81(__init__)
      128    0.000    0.000    0.001    0.000 enum.py:88(__setitem__)
        3    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
        6    0.000    0.000    0.000    0.000 enum.py:971(__or__)
       50    0.000    0.000    0.000    0.000 enum.py:977(__and__)
        1    0.000    0.000    0.008    0.008 eval.py:1(<module>)
        1    0.000    0.000    0.012    0.012 ewm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewm.py:119(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 ewm.py:675(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 ewm.py:708(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.001    0.001 excel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:422(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 excel.py:52(ExcelCell)
        1    0.000    0.000    0.000    0.000 excel.py:73(CSSToExcelConverter)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:40(Expanding)
        1    0.000    0.000    0.000    0.000 expanding.py:667(ExpandingGroupby)
        1    0.000    0.000    0.006    0.006 expr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:120(_compose2)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
        2    0.000    0.000    0.000    0.000 expr.py:169(_is_type)
      120    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
      168    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
      124    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
      119    0.000    0.000    0.000    0.000 expr.py:196(<lambda>)
      162    0.000    0.000    0.000    0.000 expr.py:257(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 expr.py:271(disallow)
        3    0.000    0.000    0.000    0.000 expr.py:281(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:293(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:318(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:323(f)
        1    0.000    0.000    0.000    0.000 expr.py:337(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:381(<dictcomp>)
        1    0.000    0.000    0.000    0.000 expr.py:752(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:770(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:776(Expr)
        1    0.000    0.000    0.002    0.002 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:41(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       13    0.000    0.000    0.000    0.000 extension.py:119(inherit_names)
       13    0.000    0.000    0.000    0.000 extension.py:132(wrapper)
        6    0.000    0.000    0.000    0.000 extension.py:142(_make_wrapped_comparison_op)
       16    0.000    0.000    0.000    0.000 extension.py:162(make_wrapped_arith_op)
        1    0.000    0.000    0.000    0.000 extension.py:221(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:436(NDArrayBackedExtensionIndex)
      119    0.000    0.000    0.000    0.000 extension.py:47(inherit_from_data)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1467(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:4(Flags)
      300    0.000    0.000    0.000    0.000 flags.py:47(__init__)
      147    0.000    0.000    0.000    0.000 flags.py:51(allows_duplicate_labels)
      131    0.000    0.000    0.000    0.000 flags.py:83(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:182(FloatingArray)
        1    0.000    0.000    0.000    0.000 floating.py:42(FloatingDtype)
        1    0.000    0.000    0.000    0.000 floating.py:424(Float32Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:431(Float64Dtype)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:44(_compile_pattern)
        1    0.000    0.000    0.000    0.000 fnmatch.py:54(filter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        2    0.000    0.000    0.006    0.003 format.py:1(<module>)
        7    0.000    0.000    0.075    0.011 format.py:1032(to_string)
        7    0.000    0.000    0.000    0.000 format.py:1116(save_to_buffer)
       14    0.000    0.000    0.000    0.000 format.py:1131(get_buffer)
       64    0.001    0.000    0.014    0.000 format.py:1164(format_array)
        1    0.000    0.000    0.000    0.000 format.py:1243(GenericArrayFormatter)
       64    0.000    0.000    0.000    0.000 format.py:1244(__init__)
       64    0.000    0.000    0.010    0.000 format.py:1270(get_result)
       26    0.001    0.000    0.006    0.000 format.py:1274(_format_strings)
      148    0.000    0.000    0.002    0.000 format.py:1295(_format)
        1    0.000    0.000    0.000    0.000 format.py:1349(FloatArrayFormatter)
        2    0.000    0.000    0.000    0.000 format.py:1350(__init__)
        2    0.000    0.000    0.000    0.000 format.py:1362(_value_formatter)
        8    0.000    0.000    0.000    0.000 format.py:1380(base_formatter)
        2    0.000    0.000    0.001    0.000 format.py:1418(get_result_as_array)
        2    0.000    0.000    0.000    0.000 format.py:1424(format_with_na_rep)
        2    0.000    0.000    0.000    0.000 format.py:1427(<listcomp>)
        2    0.000    0.000    0.001    0.000 format.py:1443(format_values_with)
       10    0.000    0.000    0.000    0.000 format.py:1492(<genexpr>)
        2    0.000    0.000    0.001    0.000 format.py:1517(_format_strings)
        1    0.000    0.000    0.000    0.000 format.py:1521(IntArrayFormatter)
       36    0.000    0.000    0.001    0.000 format.py:1522(_format_strings)
      210    0.000    0.000    0.000    0.000 format.py:1526(<lambda>)
       36    0.000    0.000    0.001    0.000 format.py:1528(<listcomp>)
        1    0.000    0.000    0.000    0.000 format.py:1532(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1560(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1731(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1744(Timedelta64Formatter)
      142    0.001    0.000    0.005    0.000 format.py:1808(_make_fixed_width)
      952    0.000    0.000    0.001    0.000 format.py:1823(<genexpr>)
      810    0.000    0.000    0.001    0.000 format.py:1832(just)
      142    0.000    0.000    0.001    0.000 format.py:1838(<listcomp>)
        2    0.000    0.000    0.000    0.000 format.py:1880(_trim_zeros_float)
       16    0.000    0.000    0.000    0.000 format.py:1891(is_number_with_decimal)
        2    0.000    0.000    0.000    0.000 format.py:1894(should_trim)
        2    0.000    0.000    0.000    0.000 format.py:1902(<listcomp>)
        4    0.000    0.000    0.000    0.000 format.py:1903(<genexpr>)
        2    0.000    0.000    0.000    0.000 format.py:1909(<listcomp>)
       42    0.000    0.000    0.000    0.000 format.py:1916(_has_names)
        1    0.000    0.000    0.000    0.000 format.py:1923(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:198(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:262(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:422(TextAdjustment)
       71    0.000    0.000    0.001    0.000 format.py:423(__init__)
     2480    0.001    0.000    0.001    0.000 format.py:426(len)
      298    0.000    0.000    0.001    0.000 format.py:429(justify)
       28    0.000    0.000    0.001    0.000 format.py:432(adjoin)
        1    0.000    0.000    0.000    0.000 format.py:436(EastAsianTextAdjustment)
       71    0.000    0.000    0.001    0.000 format.py:475(get_adjustment)
        1    0.000    0.000    0.000    0.000 format.py:483(DataFrameFormatter)
        7    0.000    0.000    0.003    0.000 format.py:489(__init__)
       14    0.000    0.000    0.037    0.003 format.py:536(get_strcols)
        7    0.000    0.000    0.000    0.000 format.py:548(should_show_dimensions)
       21    0.000    0.000    0.000    0.000 format.py:554(is_truncated)
       35    0.000    0.000    0.000    0.000 format.py:558(is_truncated_horizontally)
       35    0.000    0.000    0.000    0.000 format.py:562(is_truncated_vertically)
       28    0.000    0.000    0.000    0.000 format.py:570(has_index_names)
       14    0.000    0.000    0.000    0.000 format.py:574(has_column_names)
       28    0.000    0.000    0.000    0.000 format.py:578(show_row_idx_names)
       14    0.000    0.000    0.000    0.000 format.py:582(show_col_idx_names)
        7    0.000    0.000    0.000    0.000 format.py:590(_initialize_sparsify)
        7    0.000    0.000    0.000    0.000 format.py:595(_initialize_formatters)
        7    0.000    0.000    0.000    0.000 format.py:608(_initialize_justify)
        7    0.000    0.000    0.000    0.000 format.py:614(_initialize_columns)
        7    0.000    0.000    0.000    0.000 format.py:622(_initialize_colspace)
        7    0.000    0.000    0.001    0.000 format.py:646(_calc_max_cols_fitted)
        7    0.000    0.000    0.001    0.000 format.py:657(_calc_max_rows_fitted)
        7    0.000    0.000    0.000    0.000 format.py:676(_adjust_max_rows)
