         362248 function calls (355583 primitive calls) in 127.908 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:401(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.012    0.012 hashing.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 haversine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 haversine.py:10(Unit)
        1    0.000    0.000    0.000    0.000 haversine.py:27(Direction)
        9    0.000    0.000    0.000    0.000 haversine.py:58(get_avg_earth_radius)
        9    0.000    0.000    0.000    0.000 haversine.py:63(haversine)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1649(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.210    0.210 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:151(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:526(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:638(_LxmlFrameParser)
        1    0.000    0.000    0.018    0.018 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:253(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:260(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:307(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:317(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:430(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:532(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:557(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:564(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:613(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:710(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:754(__init__)
        2    0.000    0.000    0.001    0.001 indexers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexers.py:100(VariableWindowIndexer)
        2    0.000    0.000    0.000    0.000 indexers.py:107(is_empty_indexer)
        1    0.000    0.000    0.000    0.000 indexers.py:126(VariableOffsetWindowIndexer)
        2    0.000    0.000    0.000    0.000 indexers.py:133(check_setitem_lengths)
        1    0.000    0.000    0.000    0.000 indexers.py:208(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:226(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:276(GroupbyIndexer)
        2    0.000    0.000    0.000    0.000 indexers.py:300(is_exact_shape_match)
        1    0.000    0.000    0.000    0.000 indexers.py:366(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:40(BaseIndexer)
        4    0.000    0.000    0.000    0.000 indexers.py:439(check_array_indexer)
      130    0.000    0.000    0.000    0.000 indexers.py:66(is_list_like_indexer)
        1    0.000    0.000    0.000    0.000 indexers.py:70(FixedWindowIndexer)
        2    0.000    0.000    0.000    0.000 indexers.py:82(is_scalar_indexer)
        1    0.000    0.000    0.002    0.002 indexing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 indexing.py:1185(_convert_to_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:124(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:128(IndexingMixin)
       68    0.000    0.000    0.000    0.000 indexing.py:133(iloc)
        1    0.000    0.000    0.000    0.000 indexing.py:1380(_iLocIndexer)
      128    0.000    0.000    0.001    0.000 indexing.py:1391(_validate_key)
       66    0.000    0.000    0.000    0.000 indexing.py:1467(_is_scalar_access)
      134    0.000    0.000    0.000    0.000 indexing.py:1480(<genexpr>)
      128    0.000    0.000    0.001    0.000 indexing.py:1482(_validate_integer)
       64    0.000    0.000    0.009    0.000 indexing.py:1504(_getitem_tuple)
       64    0.000    0.000    0.005    0.000 indexing.py:1535(_getitem_axis)
        2    0.000    0.000    0.000    0.000 indexing.py:1595(_setitem_with_indexer)
        2    0.000    0.000    0.000    0.000 indexing.py:1926(_setitem_single_block)
        1    0.000    0.000    0.000    0.000 indexing.py:2204(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2240(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2289(_iAtIndexer)
        4    0.000    0.000    0.000    0.000 indexing.py:2357(check_bool_indexer)
        2    0.000    0.000    0.000    0.000 indexing.py:2404(convert_missing_indexer)
        2    0.000    0.000    0.000    0.000 indexing.py:2442(is_nested_tuple)
      128    0.000    0.000    0.000    0.000 indexing.py:2459(is_label_like)
        2    0.000    0.000    0.000    0.000 indexing.py:270(loc)
        1    0.000    0.000    0.000    0.000 indexing.py:628(_LocationIndexer)
        2    0.000    0.000    0.000    0.000 indexing.py:641(_get_setitem_indexer)
        2    0.000    0.000    0.000    0.000 indexing.py:676(_ensure_listlike_indexer)
        2    0.000    0.000    0.001    0.000 indexing.py:713(__setitem__)
       64    0.000    0.000    0.002    0.000 indexing.py:747(_has_valid_tuple)
       64    0.000    0.000    0.000    0.000 indexing.py:761(_is_nested_tuple_indexer)
      192    0.000    0.000    0.000    0.000 indexing.py:767(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:77(_IndexSlice)
      128    0.000    0.000    0.000    0.000 indexing.py:790(_validate_key_length)
       64    0.001    0.000    0.007    0.000 indexing.py:813(_getitem_lowerdim)
       66    0.000    0.000    0.010    0.000 indexing.py:918(__getitem__)
      198    0.000    0.000    0.000    0.000 indexing.py:920(<genexpr>)
      198    0.000    0.000    0.000    0.000 indexing.py:921(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:953(_LocIndexer)
        2    0.000    0.000    0.000    0.000 indexing.py:981(_has_valid_setitem_indexer)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
      200    0.000    0.000    0.000    0.000 inference.py:184(is_array_like)
      152    0.000    0.000    0.001    0.000 inference.py:262(is_dict_like)
      425    0.000    0.000    0.000    0.000 inference.py:288(<genexpr>)
        6    0.000    0.000    0.000    0.000 inference.py:294(is_named_tuple)
      731    0.000    0.000    0.001    0.000 inference.py:321(is_hashable)
      212    0.000    0.000    0.000    0.000 inference.py:359(is_sequence)
        6    0.000    0.000    0.000    0.000 inference.py:390(is_dataclass)
        4    0.000    0.000    0.000    0.000 inference.py:426(is_inferred_bool_dtype)
        7    0.000    0.000    0.000    0.000 inference.py:98(is_file_like)
        1    0.000    0.000    0.000    0.000 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:228(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 info.py:304(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:322(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:403(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:459(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:510(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:528(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:621(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:99(BaseInfo)
        1    0.000    0.000    0.000    0.000 inspect.py:1129(getfullargspec)
        2    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:2152(_signature_from_function)
        1    0.000    0.000    0.000    0.000 inspect.py:2246(_signature_from_callable)
       42    0.000    0.000    0.000    0.000 inspect.py:2498(__init__)
       57    0.000    0.000    0.000    0.000 inspect.py:2548(name)
       56    0.000    0.000    0.000    0.000 inspect.py:2552(default)
       29    0.000    0.000    0.000    0.000 inspect.py:2556(annotation)
       42    0.000    0.000    0.000    0.000 inspect.py:2560(kind)
        4    0.000    0.000    0.000    0.000 inspect.py:2781(__init__)
       16    0.000    0.000    0.000    0.000 inspect.py:2830(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2865(parameters)
        2    0.000    0.000    0.000    0.000 inspect.py:2869(return_annotation)
       28    0.001    0.000    0.001    0.000 inspect.py:626(cleandoc)
       39    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.002    0.002 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:236(IntegerArray)
        1    0.000    0.000    0.000    0.000 integer.py:48(_IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:506(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:513(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:520(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:527(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:534(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:541(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:548(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:555(UInt64Dtype)
        2    0.000    0.000    0.019    0.009 interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:145(IntervalIndex)
        1    0.000    0.000    0.001    0.001 interval.py:162(IntervalArray)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1618(Legendre)
        1    0.000    0.000    0.008    0.008 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        2    0.000    0.000    0.000    0.000 locale.py:386(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:469(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.095    0.095 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 main.py:117(Authentication)
        1    0.000    0.000    0.001    0.001 main.py:122(__init__)
        1    0.000    0.000   35.802   35.802 main.py:132(choose)
        1    0.000    0.000   26.657   26.657 main.py:144(signup)
        1    0.000    0.000    9.145    9.145 main.py:169(login)
        1    0.000    0.000    0.000    0.000 main.py:17(Database)
        1    0.000    0.000    0.000    0.000 main.py:187(Cart)
        2    0.000    0.000    0.000    0.000 main.py:192(__init__)
        1    0.000    0.000    0.019    0.019 main.py:199(displayRestaurant)
        1    0.000    0.000    0.001    0.001 main.py:21(__init__)
        1    0.000    0.000    0.017    0.017 main.py:214(estimatedTime)
        1    0.000    0.000   12.325   12.325 main.py:241(addItem)
        1    0.000    0.000   17.902   17.902 main.py:276(deleteCart)
        1    0.000    0.000    0.001    0.001 main.py:30(createTable)
        1    0.000    0.000    0.000    0.000 main.py:315(PaymentOption)
        1    0.000    0.000    0.000    0.000 main.py:319(__init__)
        1    0.000    0.000   12.221   12.221 main.py:386(netbanking)
        1    0.001    0.001  127.909  127.909 main.py:4(<module>)
        1    0.000    0.000    0.001    0.001 main.py:404(confirm)
        1    0.000    0.000    0.000    0.000 main.py:418(BillCalculations)
        1    0.000    0.000    0.000    0.000 main.py:424(__init__)
        1    0.000    0.000    0.000    0.000 main.py:435(amount_case1)
        1    0.000    0.000    0.000    0.000 main.py:445(isMinOrder)
        1    0.000    0.000    0.000    0.000 main.py:45(RestaurantClass)
        1    0.000    0.000    0.001    0.001 main.py:457(delivery_charges)
        1    0.000    0.000    2.580    2.580 main.py:488(coupons)
        1    0.000    0.000    0.000    0.000 main.py:49(__init__)
        1    0.000    0.000    0.000    0.000 main.py:537(Payment)
        1    0.000    0.000    0.000    0.000 main.py:544(__init__)
        1    0.000    0.000   16.492   16.492 main.py:556(makepayment)
        1    0.000    0.000    0.000    0.000 main.py:59(insertRestaurant)
        1    0.000    0.000    0.000    0.000 main.py:600(wish)
        1    0.000    0.000    0.000    0.000 main.py:649(DeliveryTime)
        1    0.000    0.000    0.001    0.001 main.py:653(__init__)
        1    0.000    0.000    0.015    0.015 main.py:662(expectedTime)
        1    0.000    0.000    0.016    0.016 main.py:688(deliverytime)
        1    0.000    0.000    0.000    0.000 main.py:713(Ordertrack)
        1    0.000    0.000   11.278   11.278 main.py:718(__init__)
        1    0.000    0.000    0.000    0.000 main.py:72(createMenu)
        1    0.000    0.000    3.059    3.059 main.py:726(rate)
      2/1    0.000    0.000   11.278   11.278 main.py:742(ordertrack)
        1    0.000    0.000    0.000    0.000 main.py:788(Order)
        1    0.000    0.000    0.001    0.001 main.py:793(__init__)
        1    0.001    0.001   54.757   54.757 main.py:817(start_ordering)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1530(SingleBlockManager)
      244    0.000    0.000    0.000    0.000 managers.py:1539(__init__)
       43    0.000    0.000    0.000    0.000 managers.py:1560(from_blocks)
      133    0.000    0.000    0.005    0.000 managers.py:1569(from_array)
      102    0.000    0.000    0.001    0.000 managers.py:158(blknos)
      356    0.000    0.000    0.000    0.000 managers.py:1619(_block)
        2    0.000    0.000    0.000    0.000 managers.py:1633(getitem_mgr)
        2    0.000    0.000    0.000    0.000 managers.py:1659(index)
       97    0.000    0.000    0.000    0.000 managers.py:1663(dtype)
      243    0.000    0.000    0.000    0.000 managers.py:1674(internal_values)
       14    0.000    0.000    0.000    0.000 managers.py:1678(array_values)
        8    0.000    0.000    0.000    0.000 managers.py:1686(is_consolidated)
       16    0.000    0.000    0.002    0.000 managers.py:1739(create_block_manager_from_blocks)
       80    0.000    0.000    0.000    0.000 managers.py:174(blklocs)
       41    0.000    0.000    0.000    0.000 managers.py:1756(_extract_array)
        8    0.000    0.000    0.003    0.000 managers.py:1760(create_block_manager_from_arrays)
       24    0.000    0.000    0.000    0.000 managers.py:1768(<genexpr>)
        8    0.000    0.000    0.000    0.000 managers.py:1770(<listcomp>)
        8    0.000    0.000    0.002    0.000 managers.py:1811(_form_blocks)
        8    0.000    0.000    0.001    0.000 managers.py:1895(_simple_blockify)
        6    0.000    0.000    0.001    0.000 managers.py:1913(_multi_blockify)
       18    0.000    0.000    0.000    0.000 managers.py:1920(<lambda>)
       14    0.000    0.000    0.000    0.000 managers.py:1950(_stack_arrays)
        8    0.000    0.000    0.001    0.000 managers.py:1964(_consolidate)
       32    0.000    0.000    0.000    0.000 managers.py:1969(<lambda>)
        8    0.000    0.000    0.001    0.000 managers.py:1981(_merge_blocks)
        8    0.000    0.000    0.000    0.000 managers.py:1992(<listcomp>)
        8    0.000    0.000    0.000    0.000 managers.py:2001(<listcomp>)
        8    0.000    0.000    0.000    0.000 managers.py:214(set_axis)
       16    0.000    0.000    0.000    0.000 managers.py:219(is_single_block)
       38    0.001    0.000    0.002    0.000 managers.py:224(_rebuild_blknos_and_blklocs)
      116    0.000    0.000    0.000    0.000 managers.py:245(items)
       22    0.000    0.000    0.001    0.000 managers.py:249(get_dtypes)
       22    0.000    0.000    0.000    0.000 managers.py:250(<listcomp>)
       59    0.000    0.000    0.006    0.000 managers.py:276(apply)
       59    0.000    0.000    0.000    0.000 managers.py:305(<dictcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:354(setitem)
       39    0.000    0.000    0.003    0.000 managers.py:417(astype)
        8    0.000    0.000    0.002    0.000 managers.py:420(convert)
       40    0.000    0.000    0.000    0.000 managers.py:468(is_consolidated)
       32    0.000    0.000    0.000    0.000 managers.py:476(_consolidate_check)
       32    0.000    0.000    0.000    0.000 managers.py:477(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:490(is_view)
        8    0.000    0.000    0.000    0.000 managers.py:574(copy)
       16    0.000    0.000    0.000    0.000 managers.py:592(copy_func)
        8    0.000    0.000    0.000    0.000 managers.py:595(<listcomp>)
       16    0.000    0.000    0.000    0.000 managers.py:606(consolidate)
       32    0.000    0.000    0.002    0.000 managers.py:622(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 managers.py:874(BlockManager)
       48    0.000    0.000    0.001    0.000 managers.py:884(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:89(BaseBlockManager)
       96    0.000    0.000    0.000    0.000 managers.py:892(<genexpr>)
       32    0.000    0.000    0.001    0.000 managers.py:916(_verify_integrity)
       86    0.000    0.000    0.000    0.000 managers.py:918(<genexpr>)
       16    0.000    0.000    0.000    0.000 managers.py:929(from_blocks)
       66    0.001    0.000    0.002    0.000 managers.py:977(iget)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.004    0.004 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:105(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked.py:68(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1603(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1708(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:602(_MergeOperation)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:116(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:120(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:14(_get_method_wrappers)
        2    0.000    0.000    0.005    0.003 methods.py:46(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:66(<genexpr>)
        2    0.000    0.000    0.005    0.003 methods.py:71(_create_methods)
        3    0.000    0.000    0.001    0.000 missing.py:1(<module>)
        8    0.000    0.000    0.000    0.000 missing.py:102(clean_fill_method)
      207    0.000    0.000    0.003    0.000 missing.py:144(_isna)
       65    0.000    0.000    0.003    0.000 missing.py:221(_isna_array)
       63    0.000    0.000    0.001    0.000 missing.py:259(_isna_string_dtype)
       34    0.000    0.000    0.002    0.000 missing.py:278(notna)
       50    0.000    0.000    0.002    0.000 missing.py:381(array_equivalent)
       50    0.000    0.000    0.000    0.000 missing.py:480(_array_equivalent_object)
        2    0.000    0.000    0.000    0.000 missing.py:552(na_value_for_dtype)
      207    0.000    0.000    0.003    0.000 missing.py:61(isna)
       32    0.000    0.000    0.001    0.000 missing.py:647(isna_all)
       14    0.000    0.000    0.001    0.000 missing.py:670(<lambda>)
       60    0.000    0.000    0.001    0.000 missing.py:674(<genexpr>)
        4    0.000    0.000    0.000    0.000 missing.py:807(_datetimelike_compat)
        8    0.000    0.000    0.000    0.000 missing.py:883(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:108(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:147(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:188(names_compat)
        1    0.000    0.000    0.001    0.001 multi.py:207(MultiIndex)
        1    0.000    0.000    0.023    0.023 multiarray.py:1(<module>)
      230    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
       41    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 nanops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nanops.py:106(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:107(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:111(__call__)
       46    0.000    0.000    0.004    0.000 nanops.py:119(f)
       48    0.000    0.000    0.001    0.000 nanops.py:1425(_maybe_null_out)
       48    0.000    0.000    0.001    0.000 nanops.py:1464(check_below_min_count)
        6    0.000    0.000    0.000    0.000 nanops.py:1616(make_nancomp)
       50    0.000    0.000    0.000    0.000 nanops.py:191(_get_fill_value)
       50    0.000    0.000    0.001    0.000 nanops.py:213(_maybe_get_mask)
       50    0.000    0.000    0.002    0.000 nanops.py:257(_get_values)
       96    0.000    0.000    0.000    0.000 nanops.py:346(_na_ok_dtype)
        4    0.000    0.000    0.000    0.000 nanops.py:389(_datetimelike_compat)
       48    0.000    0.000    0.004    0.000 nanops.py:395(new_func)
        2    0.000    0.000    0.000    0.000 nanops.py:454(nanany)
        2    0.000    0.000    0.000    0.000 nanops.py:546(nansum)
        1    0.000    0.000    0.000    0.000 nanops.py:64(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:74(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:75(__init__)
       29    0.000    0.000    0.000    0.000 nanops.py:77(<genexpr>)
        6    0.000    0.000    0.000    0.000 nanops.py:79(check)
       11    0.000    0.000    0.000    0.000 nanops.py:82(__call__)
        2    0.000    0.000    0.000    0.000 nanops.py:83(_f)
        8    0.000    0.000    0.000    0.000 nanops.py:86(<genexpr>)
        2    0.000    0.000    0.000    0.000 nanops.py:995(_nanminmax)
       46    0.000    0.000    0.004    0.000 nanops.py:996(reduction)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
       16    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
        5    0.000    0.000    0.000    0.000 ntpath.py:180(split)
        4    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
        6    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        2    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        2    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        2    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
        4    0.000    0.000    0.000    0.000 ntpath.py:77(join)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        4    0.000    0.000    0.011    0.003 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
       75    0.000    0.000    0.000    0.000 numeric.py:176(_validate_dtype)
        7    0.000    0.000    0.000    0.000 numeric.py:2381(_array_equal_dispatcher)
        7    0.000    0.000    0.000    0.000 numeric.py:2385(array_equal)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
      229    0.001    0.000    0.002    0.000 numeric.py:289(full)
      173    0.000    0.000    0.000    0.000 numeric.py:296(_is_all_dates)
        1    0.000    0.000    0.000    0.000 numeric.py:328(IntegerIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:344(Int64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:359(UInt64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:384(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:40(NumericDtype)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:80(NumericArray)
        1    0.000    0.000    0.000    0.000 numeric.py:82(NumericIndex)
        1    0.000    0.000    0.004    0.004 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:426(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:442(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:515(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        7    0.000    0.000    0.000    0.000 numpy_.py:130(__array__)
        1    0.000    0.000    0.000    0.000 numpy_.py:30(PandasArray)
        7    0.000    0.000    0.000    0.000 numpy_.py:371(to_numpy)
       14    0.000    0.000    0.000    0.000 numpy_.py:70(__init__)
        1    0.000    0.000    0.088    0.088 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:24(ObjectStringArrayMixin)
        7    0.000    0.000    0.001    0.000 object_array.py:281(_str_len)
        7    0.000    0.000    0.001    0.000 object_array.py:35(_str_map)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
